mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,Emotion,Emotion_ID,Path
-276.88104,113.59342,9.95198,22.09338,0.19484456,21.25347,-5.2705183,10.580333,-14.254838,1.5105991,-11.761591,-4.757231,3.9865468,-0.2909416,3.1894832,-1.2738923,-4.9612546,0.8517653,0.6398008,-4.8588023,-4.2289467,-3.1565144,-2.8118212,0.47775128,-6.7103696,-5.323265,-0.6881456,-0.15342148,-5.1359396,-4.1340427,0.62582695,-1.7574458,-4.85459,1.0989659,-2.9320927,-2.7666998,-0.9144182,-3.7747107,-2.8639488,-1.5420482,calm,1,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-02-02-02-01-01.wav
-311.62573,110.46439,0.8553735,18.011019,6.926937,20.192863,-5.444788,8.669709,-12.353943,-3.2771852,-10.266196,-3.7294567,5.7160573,0.041248728,1.3236703,-0.28112805,-5.609662,-0.21931322,1.959064,-2.6864247,-4.214997,-1.4687247,-1.0430789,2.947554,-5.9890466,-3.8611355,-2.7519486,1.0550174,-4.6297207,-1.7347667,1.0089947,-1.8920583,-2.7603347,0.606377,-1.4519851,-1.0572281,-1.9593644,-3.1209776,-3.6591616,-2.736099,calm,1,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-02-02-02-02-01.wav
-376.2445,90.943,0.6685681,11.940956,5.932081,13.259774,-8.229047,2.2955678,-7.9143744,-4.063795,-10.026118,-2.5490658,2.4198189,-6.744909,-1.9264436,1.4853454,-4.3230352,-2.6601622,3.361869,-2.6852474,-6.4593186,-2.0362208,-1.321946,-2.098973,-4.4771757,-3.3318508,-0.6157495,-1.3263747,-5.2231116,-2.2252784,-1.7135786,-2.7995229,-4.282823,-0.6045378,-1.5594468,-3.7364502,-0.49074084,-2.7993176,-3.1888068,-1.4616998,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-01-01-01-01.wav
-381.21072,90.154335,-0.92185336,11.67212,9.575071,14.16153,-5.6498713,0.5724569,-6.490758,-3.7439632,-11.439692,-2.003966,4.3165164,-6.932393,-0.39818296,3.419295,-3.5105298,-2.990291,4.1997547,-2.458841,-6.2322106,-2.4295542,1.861877,-1.3807585,-4.045356,-3.7284281,-0.5017514,-1.450138,-6.7774796,-0.7386073,-0.5445477,-1.9215252,-2.6799557,-1.6872509,-1.5612721,-3.813009,-0.014557669,-1.6003684,-3.6064484,-0.92999613,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-01-01-02-01.wav
-370.70682,91.36076,2.7558775,14.139873,6.1638217,11.228363,-6.215926,4.4410424,-9.764756,-3.8076787,-13.927339,-2.913259,5.0678043,-5.775,-2.5223932,2.3830013,-3.7224722,-1.850898,3.6760864,-3.605923,-5.007977,-1.9348439,-0.16879754,-2.3901148,-5.355662,-2.5161893,-3.1519694,-0.7147789,-4.646049,-2.6640513,-0.6971973,-2.0018196,-4.4744406,0.035055038,-0.9618774,-2.7913942,-0.8037867,-2.4354486,-2.8955042,-1.442735,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-01-02-01-01.wav
-338.7013,90.76592,0.405173,20.997976,7.2268004,13.305979,-8.054513,7.7939515,-9.015076,-2.8887463,-13.78713,-3.2947376,2.9321601,-5.2158766,-0.4141709,2.2073357,-4.1377254,-2.0624728,3.6538143,-4.5028033,-5.9625883,-2.1413136,-0.9423823,-1.5982424,-5.8041515,-2.5086617,-2.8852725,-0.6711468,-4.8723865,-3.4086983,-0.14505848,-1.5487909,-5.4167595,-0.53078824,-1.8729147,-2.918902,-0.74027985,-2.70617,-2.7893336,-1.5312316,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-01-02-02-01.wav
-391.56766,82.37812,-8.226301,12.2177725,-3.888706,8.869444,-6.140995,-3.838708,-13.005048,-5.873935,-9.575172,-9.938001,0.3246012,-5.32559,-6.397432,0.21388964,-5.3010073,-5.5685654,-1.5383319,-3.6918833,-7.0482273,-3.176282,-1.7284138,-5.1063256,-5.6771708,-4.136356,-4.52384,-2.8855202,-5.9809265,-3.2185032,-2.3491566,-1.9859983,-1.4808408,1.0721626,1.1408833,0.4692343,-0.58916646,-1.8300413,-2.2171667,-1.3959874,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-02-01-01-01.wav
-386.8243,87.62356,-8.320234,6.023882,0.62649035,10.384186,-5.344929,-4.204304,-9.75053,-6.2343073,-12.779598,-8.865439,4.597769,-4.280143,-6.3360415,1.2420092,-2.9554193,-5.781555,-1.0322162,-2.2511764,-7.781548,-5.4386244,-1.2945472,-4.2540708,-5.8541694,-4.9081597,-4.722547,-2.3459125,-5.280708,-3.2403288,-0.12992434,-1.3071835,-4.0477366,-0.97535825,0.54994774,-2.8717713,-2.5656857,-0.72726583,0.72302365,0.89199895,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-02-01-02-01.wav
-299.60168,92.00095,-13.216851,14.761251,-1.9328282,13.141153,-9.414802,-0.7546136,-12.05907,-8.405935,-17.191498,-6.954047,4.8106947,-9.290027,-5.386772,2.095869,-4.5755587,-7.5061946,0.8889284,-2.794748,-9.435467,-3.7301164,-1.0281045,-5.2500114,-7.0592203,-5.283133,-3.7762182,-3.3855226,-7.7630773,-3.56662,-4.4487133,-3.8982687,-5.8807282,-3.1356587,-3.6211712,-5.781856,-1.2613846,-0.548479,-1.9232228,2.116608,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-02-02-01-01.wav
-320.66696,92.91173,-11.529963,15.710711,-3.9353392,13.125535,-11.240068,0.027946094,-11.890398,-8.308059,-15.952022,-9.323395,2.2161005,-7.517417,-3.9850242,1.5216428,-3.5228703,-7.355029,-1.409067,-2.5870771,-8.95287,-5.9017873,-1.4632849,-3.3766248,-6.774647,-6.215574,-3.5696893,-2.8907762,-8.447989,-4.6580815,-3.3988605,-3.1831133,-6.7822385,-3.2883773,-3.5135462,-4.8924785,-3.8481598,-2.4415576,-3.444052,-2.8434718,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-03-02-02-02-01.wav
-371.50162,95.31386,3.4611115,14.52872,8.915086,17.232313,-8.531696,6.1427426,-7.576629,-6.304732,-9.62612,-4.5113854,-1.6611079,-4.4952345,1.8623474,-2.2521212,-6.060615,-1.9116747,0.4179332,-3.9871135,-4.5853877,-4.6270823,-3.0330093,0.20944,-4.719284,-4.9418874,-2.5744934,-0.81334865,-5.674331,-2.588551,-0.6460717,-3.1563253,-3.3244078,-2.1348982,-1.1544293,-2.3295207,-2.204898,-1.7463115,-2.5420063,-2.0576482,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-01-01-01-01.wav
-393.47025,92.64935,1.1779019,13.287405,9.10559,15.654176,-6.4401474,6.687047,-5.193371,-6.1106,-8.331143,-5.3587384,-0.20327653,-2.4417834,-0.4175999,-1.1013165,-3.448513,0.0011774361,0.24435782,-2.03428,-2.6910756,-2.1970954,-1.3451993,1.468092,-4.1202803,-4.519651,-1.1350037,0.17582847,-4.4853354,-1.8750228,0.24939868,-2.3249998,-2.2912273,-1.2420783,-1.9436563,-1.8573332,-0.8334776,-0.591554,-1.6919324,-1.6301292,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-01-01-02-01.wav
-402.76617,86.39533,2.8722303,11.730284,9.229328,13.750153,-6.130828,4.7566876,-5.6155615,-5.804417,-9.008444,-3.027269,0.23043182,-1.7056723,-0.07729356,-1.0219214,-2.8590062,-2.2170362,0.2263808,-1.609833,-4.501223,-5.1716437,-0.58856195,1.2327265,-4.565485,-3.5593853,-2.7337477,-1.1915617,-4.5715175,-2.2148995,0.19255103,-1.7279005,-1.6314201,-0.05988965,-1.9848723,-1.0234369,-0.26897013,-1.5406296,-3.936972,-1.2090745,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-01-02-01-01.wav
-395.51895,79.2515,5.0842957,14.558014,8.746861,13.021178,-5.7166724,7.3556495,-4.2842393,-5.715259,-9.631048,-3.307501,-0.18916635,-3.8255079,0.6856881,-0.17426609,-2.842435,-2.261103,1.5218296,0.11361502,-3.2634165,-2.878445,-1.3943276,1.4716316,-4.107808,-4.1360364,-1.6553446,-0.83647543,-3.6936169,-2.0236235,-0.47626922,-1.260846,-3.193325,-1.8696644,-2.0062408,-0.49137402,-0.42901832,-0.91784906,-1.5685774,-1.1931198,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-01-02-02-01.wav
-358.87433,97.413994,5.471321,17.807928,9.9215145,18.160318,-8.996499,6.6666365,-7.419126,-6.3598294,-8.598397,-2.5390916,0.01647066,-5.7977552,0.40200907,-1.6652684,-5.2618856,-2.8407788,1.9088832,-3.324356,-4.517905,-3.9029493,-2.5249412,-0.06480235,-3.807832,-3.8410773,-2.5828602,-0.80357534,-6.532811,-2.6845684,-1.1926688,-2.4696238,-3.0538788,-0.8086285,-0.46322936,-1.6135756,-0.7183098,-2.623048,-1.2422522,-2.1473863,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-02-01-01-01.wav
-397.2956,85.502594,-4.559693,14.476208,3.7144663,13.706652,-7.537793,-1.9368589,-7.880681,-7.098264,-13.259656,-5.4092007,1.4531993,-7.4150634,-2.8044822,0.86607075,-4.562571,-5.6047583,2.2080991,-3.7728515,-7.667352,-2.8431416,0.6725412,-1.4526479,-5.4356103,-3.5280914,-3.0711424,-5.123052,-5.5887,-2.4304993,-3.0387988,-1.7453666,-3.9209425,-3.1452112,-1.2245544,-2.5773253,-1.0487685,-2.9689665,-3.2008944,-2.9362051,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-02-01-02-01.wav
-368.2612,88.28259,-2.0529854,13.782972,7.9855967,13.907498,-7.9836297,1.1967179,-9.352459,-8.264217,-17.145678,-4.7251425,1.3891078,-8.079748,-2.3053014,0.55866444,-5.2567368,-4.5532346,2.1310778,-2.3381593,-6.219634,-4.3655767,-1.5378476,-2.0551963,-4.949625,-5.8517036,-3.849083,-0.94520307,-6.3317976,-4.792188,-2.4692166,-1.9245982,-6.4828486,-2.5499856,-1.9524744,-3.9712582,-1.5452127,-4.0185947,-2.940453,-2.7410643,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-02-02-01-01.wav
-341.32443,88.30434,-5.778048,18.570387,3.9748933,14.053665,-9.504369,1.3253983,-9.202783,-7.389974,-14.878796,-3.6787534,2.1087587,-6.6591225,-1.8731551,0.8299499,-6.2030425,-4.9938655,2.8294344,-3.770461,-6.8514147,-4.2105913,-1.8758394,-1.7711931,-5.91983,-4.214142,-3.369545,-0.7127455,-6.8514757,-3.7688534,-1.5909808,-2.7163918,-5.2818007,-1.0237423,-2.6882155,-4.0853715,-0.57104915,-3.6154706,-3.0893936,-3.036231,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-04-02-02-02-01.wav
-366.01135,80.30713,-11.233813,17.741451,2.311283,8.775095,-8.766041,2.1117785,-4.021705,-1.1265169,-12.499191,-5.0604515,1.536507,-4.7756085,-2.52356,0.2601667,-5.696958,-2.7024913,-0.9191324,-4.4005966,-4.7144647,-2.201795,-3.1120226,-3.7510338,-5.0411816,-3.659566,-3.5920756,-2.8972185,-5.4441347,-3.0479274,-1.9578757,-2.18632,-4.329028,0.3906857,-0.7728208,-3.0432482,-0.6390554,-0.012620561,-1.6433146,-1.89069,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-01-01-01-01.wav
-309.18274,78.93646,-11.871543,17.831383,-3.2286084,7.829841,-10.197729,0.64485383,-10.415402,-7.6777163,-12.225864,-7.123743,-2.2470918,-6.8061957,-5.44908,-1.7979522,-6.2888613,-3.479189,-2.5730767,-6.2938013,-6.5278335,-1.6775669,-4.4610214,-5.1951666,-4.411544,-3.2851908,-4.099408,-0.7050988,-3.0557337,-0.8056059,-1.9100703,-0.9903298,-3.4316747,-1.2484261,-2.1148965,-3.6086297,-2.087148,-1.3115218,-3.3301876,-2.2139866,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-01-01-02-01.wav
-355.43073,68.3963,-2.7316384,15.897607,3.035125,8.469701,-7.0657706,2.4375668,-6.765716,-5.0509787,-11.012239,-4.0215726,-0.12418901,-6.26442,-0.737219,-0.8787638,-5.330024,-1.8567946,0.053590383,-3.4103389,-6.739538,-1.6680065,-1.2505867,-3.4553888,-5.412239,-3.9945855,-2.138748,-2.4820964,-5.0408764,-3.2569206,-2.1735582,-2.7164812,-4.309651,-1.7449075,-1.7210788,-2.4739223,-1.6330647,-0.6230019,-1.92976,-0.7173896,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-01-02-01-01.wav
-350.49097,73.87947,-4.427678,15.744956,0.13854417,10.259242,-9.169646,1.8800267,-5.2200437,-6.7341723,-12.678008,-5.774273,0.78672767,-6.0751095,-2.8776867,1.5818795,-6.357105,-4.206985,0.4656758,-3.9765143,-7.698932,-0.82919866,-0.2804711,-4.352763,-6.49137,-3.277767,-1.9567269,-2.9625165,-5.388677,-1.9678106,-3.208625,-3.525726,-5.0272174,-2.8308911,-2.2754734,-3.43502,-1.5539219,-0.9710522,-2.6584868,0.18761103,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-01-02-02-01.wav
-302.79605,69.64014,-30.139025,6.362251,-12.929934,-1.5127898,-15.043762,-3.3934014,-19.645508,-10.413215,-14.589655,-10.556138,-7.3073573,-6.482396,-7.425983,-6.807521,-9.355309,-4.751032,-3.2282994,-4.006264,-6.801976,3.2378132,1.9997067,2.7020917,3.0038455,3.9508889,3.1328683,6.976481,-1.6305068,1.2276713,-0.6425727,-0.024755599,-2.4598956,1.4545047,3.073824,-0.01277929,-2.1223555,0.5141235,-2.2186859,1.7177027,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-02-01-01-01.wav
-294.757,79.01781,-28.046625,14.208908,-11.298943,4.777412,-16.728918,-3.6212404,-9.663955,-6.777987,-15.683116,-12.615309,-3.8587365,-11.068178,-8.3601465,-3.2534335,-7.0812984,-6.1334124,-5.866714,-8.5917635,-13.522716,-6.685947,-5.3136377,-8.783161,-8.901958,-4.3251166,-3.4619684,0.19663438,-1.2970566,6.261503,5.7639008,3.2133248,1.164846,2.0037649,-0.6307954,-2.809454,1.0554979,4.363053,0.5183705,0.7407757,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-02-01-02-01.wav
-319.775,67.3984,-27.982933,14.804397,-9.568885,5.0812516,-14.12946,-1.7891718,-10.91322,-6.6795835,-16.12501,-8.257345,-1.3585814,-7.7318935,-7.885969,0.025533473,-8.811885,-4.2097483,-3.4396505,-4.405891,-10.742347,-1.9016325,-3.2609963,-5.981007,-5.1515718,-1.4831471,-3.0752883,0.13600364,-3.8426695,2.0532246,-0.74565375,2.5897381,-1.016317,-0.102003165,-1.2992518,0.0152557045,-0.5736046,1.7897583,-1.0620712,-0.407753,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-02-02-01-01.wav
-245.90121,64.10546,-35.085052,6.3164973,-19.29817,1.8348696,-19.899515,-6.8296027,-22.736649,-8.412084,-20.091825,-13.250012,-3.3045301,-8.2604475,-12.501276,-4.4505906,-9.872306,-3.1350532,-5.1050515,-2.580517,-6.5943785,3.0746825,5.624604,3.664746,-0.77837986,3.7166255,-0.47168672,5.3215714,-0.8015954,4.081557,-0.57880753,-2.1753163,-5.0846586,-1.3391329,-1.390708,0.11046257,-2.3675244,-0.7911244,-4.537951,-0.2821796,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-05-02-02-02-01.wav
-370.5882,86.53399,1.8127749,18.258474,5.655886,19.023191,-8.618471,3.2465088,-7.4372716,-7.1795344,-9.662914,-2.5031278,0.2131747,-4.691382,4.0913086,1.3007762,-4.189559,-0.05372284,5.5160303,-0.20241812,-4.138759,-2.100599,-0.6999457,-1.0506431,-5.213976,-3.030323,-1.9415781,-1.5901425,-5.3133965,-2.6882942,-0.80316263,-1.8789747,-2.9982858,-0.13142882,-2.2934852,-3.3260784,-1.2185024,-1.9204401,-2.816163,-2.3913236,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-06-01-01-01-01.wav
-324.9307,86.720245,-4.444574,11.983358,2.2053244,15.093135,-9.796692,0.61117584,-11.330458,-10.804643,-13.662923,-4.660439,0.22780105,-8.230105,-1.7535338,-1.011369,-6.709022,-2.8954117,3.3087883,-2.519139,-7.083842,-4.0498548,-2.01037,-2.588853,-5.6997337,-3.6092937,-2.6836607,-3.378844,-5.8574123,-3.8079824,-2.2873445,-3.584049,-5.348258,-1.9913867,-2.4785216,-3.8552368,-3.882157,-3.4140415,-2.8960419,-2.41328,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-06-01-01-02-01.wav
-354.21356,79.32139,2.0767574,19.92451,6.2059507,16.525387,-4.863066,5.3237376,-5.9523296,-4.450057,-7.1374106,-1.2349105,1.0169219,-3.4392734,1.1537285,0.85186243,-3.5162053,-0.71707493,3.1882653,-0.55433506,-2.288186,-2.564991,0.9594679,2.2161922,-2.99409,-3.6798797,-1.4111347,0.14859636,-4.3279796,-2.277037,-1.7151333,-0.99152714,-3.2075846,-0.80817646,-0.776517,-2.6170714,-0.8619601,-1.7362572,-1.5674317,-1.8735936,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-06-01-02-01-01.wav
-332.82736,96.421486,-2.3144207,17.680027,7.5903745,17.733152,-7.023571,5.673199,-10.224227,-7.6246457,-9.276956,-0.3411854,0.6351324,-2.5634425,1.0996287,-0.07671905,-3.7644172,1.0005592,2.118888,-1.616683,-2.0831692,-3.744771,-0.49970403,3.0488935,-4.8257747,-4.483544,-0.24822314,-1.907127,-4.5205364,-2.2456868,-1.3936911,-2.4497082,-4.490128,0.28132567,-2.518143,-2.50067,-1.6632502,-2.09517,-1.088901,-3.1242373,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-06-01-02-02-01.wav
-291.54974,87.07176,-25.361597,17.476383,-7.405419,14.217948,-8.879171,1.7885605,-9.971093,-7.867523,-12.792483,-7.1397457,1.1353141,-6.06563,-5.913877,0.0060995114,-8.19767,-3.7100558,0.32963517,1.1291463,-7.537497,-7.5953994,-3.764496,-2.6912258,-8.503915,-4.8790727,-3.8172188,0.22628184,-4.089278,0.25346506,0.73851454,2.9584503,-0.5142861,1.2099229,3.4089897,-0.23515828,-0.2229163,4.88292,1.9295068,2.0984604,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_01\03-01-06-02-01-01-01.wav
