mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_mean_40,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,mfcc_std_21,mfcc_std_22,mfcc_std_23,mfcc_std_24,mfcc_std_25,mfcc_std_26,mfcc_std_27,mfcc_std_28,mfcc_std_29,mfcc_std_30,mfcc_std_31,mfcc_std_32,mfcc_std_33,mfcc_std_34,mfcc_std_35,mfcc_std_36,mfcc_std_37,mfcc_std_38,mfcc_std_39,mfcc_std_40,mfcc_delta_mean_1,mfcc_delta_mean_2,mfcc_delta_mean_3,mfcc_delta_mean_4,mfcc_delta_mean_5,mfcc_delta_mean_6,mfcc_delta_mean_7,mfcc_delta_mean_8,mfcc_delta_mean_9,mfcc_delta_mean_10,mfcc_delta_mean_11,mfcc_delta_mean_12,mfcc_delta_mean_13,mfcc_delta_mean_14,mfcc_delta_mean_15,mfcc_delta_mean_16,mfcc_delta_mean_17,mfcc_delta_mean_18,mfcc_delta_mean_19,mfcc_delta_mean_20,mfcc_delta_mean_21,mfcc_delta_mean_22,mfcc_delta_mean_23,mfcc_delta_mean_24,mfcc_delta_mean_25,mfcc_delta_mean_26,mfcc_delta_mean_27,mfcc_delta_mean_28,mfcc_delta_mean_29,mfcc_delta_mean_30,mfcc_delta_mean_31,mfcc_delta_mean_32,mfcc_delta_mean_33,mfcc_delta_mean_34,mfcc_delta_mean_35,mfcc_delta_mean_36,mfcc_delta_mean_37,mfcc_delta_mean_38,mfcc_delta_mean_39,mfcc_delta_mean_40,mfcc_delta_std_1,mfcc_delta_std_2,mfcc_delta_std_3,mfcc_delta_std_4,mfcc_delta_std_5,mfcc_delta_std_6,mfcc_delta_std_7,mfcc_delta_std_8,mfcc_delta_std_9,mfcc_delta_std_10,mfcc_delta_std_11,mfcc_delta_std_12,mfcc_delta_std_13,mfcc_delta_std_14,mfcc_delta_std_15,mfcc_delta_std_16,mfcc_delta_std_17,mfcc_delta_std_18,mfcc_delta_std_19,mfcc_delta_std_20,mfcc_delta_std_21,mfcc_delta_std_22,mfcc_delta_std_23,mfcc_delta_std_24,mfcc_delta_std_25,mfcc_delta_std_26,mfcc_delta_std_27,mfcc_delta_std_28,mfcc_delta_std_29,mfcc_delta_std_30,mfcc_delta_std_31,mfcc_delta_std_32,mfcc_delta_std_33,mfcc_delta_std_34,mfcc_delta_std_35,mfcc_delta_std_36,mfcc_delta_std_37,mfcc_delta_std_38,mfcc_delta_std_39,mfcc_delta_std_40,Emotion,Emotion_ID,Path
-374.26135,77.93846,-11.455568,7.4360766,-6.244731,1.1218649,-13.481635,4.3614764,-13.991779,-7.193297,-5.4545937,-2.0911722,-6.005961,-4.530696,-5.1407704,-6.8778224,-1.2972006,-3.8823233,-8.235769,-2.3978045,-5.0819306,-4.900705,-6.1977696,-3.5202234,-2.1151597,-1.8069957,-3.1643753,1.0754036,-1.5853245,0.95958,0.65915567,0.6591383,3.575767,2.870719,2.5875232,3.3477573,1.5541414,1.4663194,1.4880968,1.6942328,168.74437,82.32844,33.06209,30.00981,23.833271,19.770706,20.755579,10.237511,16.764044,13.0121565,12.879987,9.842393,9.105266,8.271267,10.272092,10.161843,6.677899,7.0604954,9.034808,5.9557924,7.6289144,8.768409,6.8718786,6.568265,7.3444843,9.082835,8.732493,8.579769,8.986685,10.031374,10.656687,12.220539,10.382109,7.9958057,8.710519,9.1100445,9.696696,8.987002,7.0943274,7.685663,0.007322271,0.010136165,0.009489127,0.008449608,0.0070752017,0.005447665,0.003673851,0.0018829742,0.00021580094,-0.0011963269,-0.002258382,-0.0029348955,-0.0032566963,-0.0033052373,-0.003177548,-0.0029466136,-0.002636091,-0.002222839,-0.0016675841,-0.0009585847,-0.00014552326,0.00065618206,0.0012955293,0.0016381318,0.0016158962,0.0012506052,0.0006405411,-8.284454e-05,-0.0008063113,-0.0014704069,-0.002073917,-0.0026491112,-0.0032228646,-0.003784545,-0.0042763907,-0.0046085585,-0.0046910243,-0.0044664848,-0.0039318996,-0.0031421843,13.873037,8.802301,5.1058664,4.5036263,3.3353443,2.9514973,2.5334873,1.6972268,2.2351832,2.0517452,1.7924097,1.3946248,1.383469,1.4270337,1.2168926,1.3757303,1.0863191,1.0204331,1.0781108,1.0428214,1.1812316,1.4219824,0.8966611,1.0929755,1.1067188,1.3683505,1.4241264,1.0646385,1.464841,1.5204055,1.6869082,1.5363115,1.5243859,0.9171478,1.2584169,1.4555701,1.5616504,1.5086046,1.3571266,1.3982538,angry,0,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-05-01-02-01-02.wav
-371.30038,75.34965,-17.98983,5.2682567,-7.0925326,-0.9269011,-17.744127,4.609848,-15.10817,-8.465019,-5.1359076,-2.9711223,-5.471494,-3.4800687,-5.52279,-7.9148765,0.6730305,-4.0909777,-7.614824,-1.2130731,-5.7566695,-6.799088,-7.1275406,-4.1654587,-1.9903142,-2.7465005,-4.279969,-0.14419058,-1.9360052,0.93486273,0.052285377,0.19585316,3.7045202,2.2150156,3.853383,5.3128176,2.415357,1.0866333,0.5375823,0.65918034,157.32822,72.750114,30.970974,29.96217,23.094631,19.035265,21.091328,12.61074,16.626007,12.163325,15.007659,10.569196,9.964624,8.218478,10.706737,11.077265,6.753618,7.2206526,8.485955,6.443144,8.262978,8.869718,7.791941,7.52971,7.359484,7.80975,7.7860303,8.037802,10.501902,9.788877,7.8958793,11.1340275,11.263674,11.036582,11.035942,8.912623,8.392421,8.420659,6.754984,6.3931813,0.0014955777,0.0020827977,0.001989987,0.0018441221,0.0016574927,0.0014455301,0.0012249236,0.0010120514,0.00082130975,0.0006635071,0.00054510264,0.0004674154,0.000426962,0.00041588824,0.00042310674,0.00043575477,0.00044070915,0.00042623153,0.0003832418,0.00030639663,0.00019458507,5.104525e-05,-0.00011721401,-0.00030014702,-0.00048603571,-0.0006627495,-0.0008191589,-0.0009463087,-0.001038301,-0.001092784,-0.0011110272,-0.0010974695,-0.0010589302,-0.0010036442,-0.00094010646,-0.0008758383,-0.00081660226,-0.0007655942,-0.00072324363,-0.0006872982,13.750968,8.033511,5.1153646,4.818951,3.2609298,2.9408329,2.9118562,1.7977197,2.0494416,1.9631847,1.9035059,1.4473864,1.2537992,1.4246354,1.4940935,1.3157244,1.0606366,0.93233526,0.98500824,1.0562553,1.3054788,1.4818754,1.1256212,1.0638705,1.0723488,1.1148349,1.2600445,1.2308029,1.7176355,1.3118564,1.2242107,1.5936866,1.739729,1.3511411,1.5714533,1.4250214,1.3574733,1.4318132,1.1184918,1.1477757,angry,0,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-05-01-02-02-02.wav
-365.9764,67.75622,-29.503546,0.1346415,-5.828615,-8.27892,-17.627377,4.2874227,-13.616418,-11.727401,-1.0240144,-6.2467527,-5.710825,-2.67271,-7.744321,-5.377434,-2.481406,-2.3453212,-4.105526,0.92833024,0.95915145,1.9865988,2.0773115,2.4167447,2.9247851,1.3495765,-0.41659513,-0.18848376,-1.050699,1.8114104,1.3068112,3.2244067,3.8693137,0.53203607,-1.1910533,-0.6599435,-1.880107,1.0096725,2.0421305,0.5953014,144.85204,62.955433,38.562565,27.116037,21.187206,16.654428,24.13724,14.305371,19.732845,12.823031,13.23179,13.447494,10.129712,9.255816,10.288664,10.582673,7.3238254,10.547944,12.451684,13.01526,13.719056,12.629041,11.701635,14.176635,14.588613,12.407075,8.199585,10.510972,7.7293067,9.610591,10.812152,11.168946,11.483321,8.69541,6.3632984,7.728801,7.381457,7.629219,6.956301,6.0231485,0.019559171,0.027475344,0.02692631,0.026034098,0.024830602,0.023355985,0.021654967,0.019772837,0.017751802,0.01562811,0.013430162,0.01117834,0.008885867,0.0065611983,0.0042111482,0.0018446158,-0.0005238817,-0.0028713443,-0.005164589,-0.0073601305,-0.009405709,-0.01124359,-0.012815117,-0.014066027,-0.0149522135,-0.015444604,-0.015533202,-0.015229059,-0.014564342,-0.013590066,-0.012371983,-0.010984786,-0.009505558,-0.008007128,-0.006552029,-0.005188032,-0.003945472,-0.002836985,-0.0018590528,-0.0009956766,13.703021,6.3704534,5.5067143,4.012903,2.7974415,2.1902976,3.006092,1.9269813,2.637616,1.69007,2.0005193,1.9816442,1.4376222,1.662331,1.3522283,1.5857587,1.3384329,1.8357737,1.8201137,1.9890043,1.9638855,1.7769098,1.7778404,2.0993218,2.4602196,1.7316396,1.207924,1.6073467,1.2559288,1.4153494,1.7420878,1.6861589,1.7068455,1.471878,1.2394527,1.5028152,1.437466,1.5324396,1.1700981,1.2339517,angry,0,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-05-02-01-01-02.wav
-359.74783,74.428764,-30.078146,-0.5124841,-6.076588,-8.532852,-17.374964,7.179093,-10.805318,-11.696031,-2.2486415,-6.247791,-5.8076153,-1.5103354,-7.7595525,-6.404336,-1.7682254,-2.9037433,-7.7898297,-0.9784455,-1.2171317,0.50959325,0.51728725,1.6502088,1.9671063,-0.5708744,-1.2793785,0.3718963,-0.16191241,3.2440026,2.3041456,3.0010834,3.2184083,0.56023806,0.569091,2.453829,0.041003667,1.1217101,0.6119968,-0.47537604,150.04555,66.28877,37.32235,27.602612,21.819324,17.278965,24.029701,15.72099,19.46584,12.946425,12.678057,13.670257,11.3325205,8.757085,10.143306,11.469923,6.642616,5.903641,9.399633,9.562569,11.428825,13.192041,13.996666,12.7554455,11.187201,11.49934,11.039301,9.971722,13.862811,11.369509,11.298665,9.803915,11.144795,10.855427,7.6820636,8.815532,6.907076,5.1501794,7.1680813,7.117451,-0.0006342678,-0.0008941542,-0.00088620017,-0.0008731057,-0.00085505354,-0.00083239534,-0.00080550986,-0.0007748367,-0.00074094406,-0.00070438656,-0.00066579995,-0.00062581326,-0.00058514683,-0.000544477,-0.0005044734,-0.00046585637,-0.00042922783,-0.00039524052,-0.00036441858,-0.00033727605,-0.00031427288,-0.00029575403,-0.00028200352,-0.00027320063,-0.00026948738,-0.00027084182,-0.00027721148,-0.00028841884,-0.0003042035,-0.00032421882,-0.0003480573,-0.00037524718,-0.00040522366,-0.00043739157,-0.00047111174,-0.0005056993,-0.0005404594,-0.0005747207,-0.00060776784,-0.00063891785,14.5924225,6.5629234,5.633667,4.383563,3.1867433,2.4426763,3.2625687,2.061645,2.6175113,1.7881998,1.810602,1.8198586,1.722351,1.5785694,1.4450588,1.8190536,1.2426589,1.0899813,1.4261816,1.6690363,1.7543508,1.9061528,1.8955954,1.7782413,1.830355,1.5696881,1.8388789,1.6109248,2.3274164,1.660211,1.9289049,1.7474186,1.7800989,1.755513,1.2681929,1.5542357,1.3577983,0.96293986,1.5223296,1.2917639,angry,0,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-05-02-01-02-02.wav
-390.78635,61.91783,-34.661762,-7.855133,-12.184842,-12.368189,-22.166512,1.705395,-15.06356,-17.543043,-5.9603777,-8.339864,-11.01192,-4.3894258,-11.401427,-9.470661,-6.7372313,-3.697314,-6.4196534,0.74431115,0.64052683,3.1164484,3.2811618,3.6202517,5.848328,4.0646286,3.64829,3.628261,0.11691479,0.6205118,-1.0856236,-0.64300317,0.23641486,-0.43153223,-3.1294742,-0.8487005,-1.9334812,0.18108273,1.0354134,0.1311207,146.97043,62.40935,43.92396,31.169546,26.377983,21.398897,26.641563,11.486648,18.692348,16.290598,14.5948,14.634669,11.175893,9.340974,11.058103,11.133462,9.428051,11.519712,13.433598,14.269796,15.953689,14.143875,14.56192,13.525246,16.166187,14.653021,11.838334,12.98693,11.653121,11.876039,8.588184,7.0887837,7.5995245,7.0981226,7.631576,7.065632,7.361156,8.024789,8.585681,8.353421,-1.0821836e-07,2.705459e-08,2.705459e-08,1.3527295e-08,-2.705459e-08,0.0,0.0,0.0,1.3527295e-08,0.0,3.3818237e-09,0.0,0.0,0.0,-6.7636474e-09,0.0,-6.7636474e-09,-1.3527295e-08,-6.7636474e-09,1.3527295e-08,0.0,-6.7636474e-09,-3.3818237e-09,3.3818237e-09,6.7636474e-09,1.3527295e-08,0.0,-1.3527295e-08,1.0145471e-08,6.7636474e-09,0.0,0.0,-3.3818237e-09,-3.3818237e-09,0.0,3.3818237e-09,0.0,6.7636474e-09,0.0,-6.7636474e-09,13.155811,6.882742,6.068589,5.057984,2.9884005,2.7386527,2.6688802,1.6972916,2.4640954,1.9157091,2.171097,2.0467298,1.3585371,1.3881509,1.3396435,1.585303,1.323572,1.519084,1.9587421,2.0275438,1.9169825,2.218506,2.273551,2.3746886,2.4997075,2.7982762,2.4491985,2.3060422,2.1162932,2.1653569,1.6830072,1.2654284,1.5398389,1.361124,1.3549224,1.2155746,1.4681594,1.5131103,1.5133717,1.410141,angry,0,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-05-02-02-01-02.wav
-362.2795,64.46267,-38.024155,-4.9203095,-11.520325,-13.217344,-21.390024,3.0974858,-14.956821,-16.30862,-4.440828,-7.9817996,-11.135512,-4.8777127,-11.455142,-10.101966,-4.800116,-4.76317,-5.7858768,1.5773488,0.88572085,0.6823854,-1.3649685,0.9559313,2.706746,0.37899867,2.9050782,4.7022047,2.4524941,3.3757937,0.33676103,-1.2641044,1.2248398,-0.18272611,-0.25717947,2.3327806,-1.3387662,-0.9774512,-0.9801088,0.56074125,146.36656,63.919834,44.048306,30.387835,23.71361,22.03625,26.17228,14.105499,18.848934,14.674777,13.137484,15.822965,11.951576,8.852662,11.024266,11.313617,9.413883,13.446475,12.552954,13.959671,16.391848,14.022366,15.4087925,12.521867,13.170076,11.199968,13.632625,13.997047,11.813016,12.686838,11.73527,12.552497,11.133092,8.147405,6.52337,7.6628585,8.976145,8.3058,8.077099,8.04632,0.00052832207,0.00073331466,0.00069376087,0.00063259044,0.00055636413,0.00047279926,0.00038955905,0.00031349508,0.00024932835,0.00019939234,0.00016321358,0.00013804605,0.000119317505,0.00010175569,8.035213e-05,5.1440922e-05,1.3361586e-05,-3.2979548e-05,-8.423447e-05,-0.00013502946,-0.00017874967,-0.00020860443,-0.00021874989,-0.00020526994,-0.0001668389,-0.00010508172,-2.4501314e-05,6.8231675e-05,0.0001650533,0.0002576679,0.0003387032,0.00040269742,0.00044675585,0.00047081412,0.00047755073,0.00047173738,0.00045922463,0.00044611667,0.00043743046,0.0004364142,13.887136,6.6534944,6.000588,4.8043118,2.8436034,2.869272,2.6982226,2.029929,2.478718,1.7201122,1.7691789,1.9755682,1.5538507,1.4563713,1.319737,1.7619376,1.4973736,1.5485092,1.6830661,1.8638852,1.8505727,2.1681418,2.1960034,1.8959728,2.4314692,1.9081308,2.224342,2.4245992,2.036564,2.1930819,2.1040757,2.0145018,2.080605,1.3894583,1.2592173,1.3099973,1.6393933,1.4027563,1.4827161,1.5368183,angry,0,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-05-02-02-02-02.wav
-362.11823,71.184265,-31.13596,1.8425319,-5.998619,-2.5508473,-20.200819,0.9674936,-17.583862,-10.350773,-5.537139,-8.196942,-7.7604303,-5.2659783,-8.709596,-2.8114274,-1.2768584,-3.795347,-7.643494,-5.963847,-7.0673747,-4.016625,-1.4853468,1.2206765,7.1868005,7.090629,6.544268,9.025604,6.462967,6.4662266,0.504772,2.03289,3.503042,1.8590244,1.2597437,1.3770813,-1.9139378,-1.8223232,-0.10824661,-0.08126095,145.38231,51.709812,26.6372,24.202702,18.383518,12.333979,19.635622,10.88255,14.652347,10.881621,13.885667,11.170201,10.670838,8.839823,10.398282,11.626094,6.7922297,7.0170465,9.679352,8.21376,8.04304,8.236925,9.919948,13.137532,13.634961,14.563256,14.861333,15.655917,14.313727,13.981317,10.602622,10.852515,7.8488746,6.0704613,6.6074824,6.4454846,5.352168,5.944366,7.3854456,5.128435,0.06985809,0.06959363,0.006593447,-0.019692907,0.019813986,0.047591336,0.011150766,-0.037411675,-0.050290603,-0.032046154,-0.004104736,0.0008064297,-0.02077568,-0.025230803,-0.0018624313,0.009455329,-0.0038360849,-0.01613066,-0.014264681,-0.0052034464,0.0011414551,-0.004595259,-0.020063318,-0.024821857,-0.010782107,0.0018760464,0.0009605935,-0.0035594034,-0.004689859,-0.00035369143,0.0077709947,0.009825576,0.010097365,0.016934209,0.011810184,-0.009907016,-0.017206106,-0.0063545923,-0.0035133397,-0.007060937,12.164036,6.364484,4.176945,3.4055407,2.2743683,1.9289801,2.3949509,1.7039543,1.9474957,1.7773349,1.6109455,1.475103,1.2898194,1.1326903,1.1163391,1.4426345,1.082125,1.1156663,1.1923685,1.4316922,1.3251668,1.3816555,1.5770262,1.7243724,1.9960413,1.9346006,2.023863,2.0353384,1.7685531,1.631757,1.716567,1.4970232,1.3372636,1.1180526,1.0573709,1.0175586,0.91032803,1.0910666,1.0893652,0.9536711,fear,3,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-06-01-01-01-02.wav
-356.4797,70.81199,-28.808107,-1.4874477,-7.0670624,-2.355625,-18.881369,1.7480991,-17.717976,-12.349994,-5.7726192,-6.669719,-8.460573,-5.762316,-8.584739,-3.9488764,0.3264383,-4.82663,-8.383074,-3.324752,-2.9691603,-1.4906012,1.5463327,4.0452805,9.149,7.943986,7.091908,5.984075,4.4227085,5.1251965,-0.7996618,0.11135637,1.8943384,0.6445337,0.98768526,0.57489544,-2.3584301,-3.630224,-1.1945715,-0.052912258,145.05243,53.4217,31.674294,25.08339,18.781794,13.90963,19.53256,13.358006,15.509082,12.14277,13.413405,10.326999,10.336365,9.71021,10.279146,11.881226,6.532838,6.9380207,8.443479,7.361217,10.400368,11.222913,12.123844,13.6052885,13.990818,14.855107,13.946043,15.377516,13.374149,13.076488,10.316719,10.926552,7.674283,6.34254,6.3621473,5.9587865,5.128276,6.5467377,7.709305,5.3114753,0.020564627,0.024253655,0.012133186,0.001252411,0.0005564453,0.006448502,0.0066470425,-0.0003875718,-0.0038243185,0.00016357205,0.00214967,-0.005100555,-0.016243322,-0.019893758,-0.009993344,0.0068677133,0.014092978,0.002252839,-0.016495548,-0.02131538,-0.009384317,0.002243294,0.0014699368,-0.004937625,-0.00516535,0.00055670907,0.0025993206,-0.0035907293,-0.011398823,-0.011068094,-0.0009772837,0.010463429,0.013849725,0.008428748,0.0014651549,-0.0010936649,5.523871e-05,0.0022616023,0.005616553,0.009316752,11.984396,5.88204,4.553644,3.4355307,2.2493932,1.9538243,2.493367,1.8962958,2.0839336,1.944993,1.8090265,1.5519437,1.3189777,1.3918409,1.2550136,1.4913274,1.1610781,1.024218,1.0336717,1.3291358,1.6049151,1.7721871,1.8373019,1.6696737,1.7061461,1.8315791,1.9092786,2.3305442,1.6028911,1.2221388,1.5778285,1.5550212,1.4352148,1.193502,1.1036905,0.8270782,0.88268304,1.0465677,1.1255581,0.9423205,fear,3,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-06-01-01-02-02.wav
-363.24408,66.68418,-29.21262,1.342473,-8.280476,0.37911955,-18.510853,-1.0446825,-18.84896,-11.6521225,-4.5626016,-4.0240154,-10.499177,-5.4875073,-6.946457,-5.899716,-0.7862991,-5.2137938,-8.690945,-3.1983168,-4.616309,-3.3878021,0.0639393,2.2843037,8.001632,6.6137953,6.2208476,6.5081925,5.132775,6.032798,0.17056447,1.6341475,4.8265114,2.3997214,0.45998484,1.8591949,-2.3794978,-2.2491465,-0.11549399,-0.2844496,148.48341,65.515205,29.438643,29.370508,20.384356,15.262997,18.470953,10.529084,15.031007,13.567044,15.337434,9.921401,11.253276,8.210273,9.274407,13.3394,7.59159,6.831751,9.519536,8.381548,10.600752,8.91114,9.71046,13.43963,14.466481,15.241272,12.96624,15.826485,12.785255,12.981373,10.75454,11.785737,10.462605,7.78812,6.6081758,6.2575097,6.7282286,4.5172157,7.5058146,6.434895,0.0025803586,0.0035910099,0.0033798488,0.0029667388,0.0023900871,0.0017716766,0.0012020896,0.0006584918,6.396382e-05,-0.000585272,-0.0011930872,-0.0016809626,-0.002101763,-0.0025900847,-0.0031918464,-0.003780081,-0.0041737505,-0.0043273345,-0.0043590628,-0.0043744296,-0.004300532,-0.0039489,-0.003250572,-0.0023818794,-0.0016123725,-0.0010376788,-0.00051226513,0.00013141091,0.0008380092,0.0013639774,0.001566224,0.0016017196,0.0017835062,0.0022420713,0.0027867693,0.0031363575,0.003251069,0.0033672785,0.0036844336,0.004075693,12.389611,8.836268,4.699341,3.9584825,2.9703424,2.6993797,2.455502,1.9476185,1.8857305,2.2929559,1.825177,1.3432049,1.2835746,1.2352093,1.0400712,1.3976246,1.0302789,1.0599769,1.1983622,1.3985761,1.609097,1.2934543,1.4707861,1.6724019,1.9400618,1.8614018,1.6554179,2.289715,2.0413146,1.6109681,1.3962253,1.5249368,1.5872232,1.3825908,1.1893364,1.0157379,1.052995,0.8389469,1.1596829,1.1134863,fear,3,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-06-01-02-01-02.wav
-357.09598,62.407608,-29.81653,-3.703713,-9.272238,-0.09342708,-19.651669,-3.4259453,-21.46104,-12.767457,-5.1140566,-4.623653,-11.674181,-6.9841886,-9.135912,-3.483963,-0.6385644,-6.390627,-9.321209,-2.4325147,-4.857982,-1.0661051,5.0057936,8.916369,14.543085,13.351347,8.453975,7.6320887,3.9337604,3.2529514,-3.523369,-0.79393435,2.144248,0.010941918,0.98742914,0.819074,-3.4413238,-2.971027,-0.82914233,0.2741295,147.86038,63.103886,30.16215,28.012413,21.461988,17.509201,20.10148,10.337722,13.7010975,12.389902,15.125523,11.309467,10.515067,9.4085655,10.3820715,12.27272,7.1599183,7.366298,10.170775,7.4252195,11.00943,10.285287,11.541794,14.475867,15.760603,14.789235,16.119865,14.988541,12.189188,9.397752,8.10223,6.504017,5.985048,5.4416637,7.051902,6.655008,5.5455313,6.684535,7.0953116,5.917288,-0.06974511,-0.05568411,0.017735746,0.03609388,-0.0021412964,-0.030888218,-0.010624121,0.035083447,0.057226878,0.03475179,-0.0026654792,-0.01023256,0.011596518,0.01958665,-0.005258817,-0.032204866,-0.031727295,-0.013537448,-0.00165033,-0.0012271083,-0.0018353242,0.0033634757,0.010379622,0.012618965,0.012397901,0.0172524,0.023825334,0.01889512,0.0014370925,-0.011583396,-0.009172345,-0.002921654,-0.009648225,-0.025145365,-0.027982807,-0.010854586,0.005675566,0.0020061757,-0.010579691,-0.007524453,12.110876,9.036536,5.0453844,3.7746835,2.9277124,2.7798789,2.375191,1.8502856,2.0075562,1.9029261,1.5233886,1.4807904,1.0177733,1.558289,0.9494489,1.7659174,1.0282489,1.0503595,1.2560104,1.3938057,1.6815512,1.8454568,1.8546292,1.9847851,2.0685842,1.8998438,2.1829765,2.333641,1.7931656,1.5320481,1.4626786,1.1320785,1.0304016,0.9653153,1.137108,0.99802494,0.92369443,0.9726746,1.150464,1.1807184,fear,3,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-06-01-02-02-02.wav
-374.11713,56.24815,-38.279408,-5.2851267,-9.767326,-8.038118,-22.046816,-2.8710423,-16.22019,-13.214452,-5.548924,-4.1445217,-10.788035,-8.212269,-8.207447,-4.970788,1.0319659,1.805371,2.593356,9.833185,13.695289,9.3141775,8.126782,1.9148413,1.0117196,-3.2148168,-6.15444,0.13920777,-1.1280239,0.9178322,-5.6950903,-6.148911,-1.9518878,-3.2351768,1.1840063,-0.6256161,-2.7764726,-0.8046414,2.7281368,4.682014,122.605644,47.24658,30.72161,23.265482,19.838886,16.242739,17.574476,11.653169,14.566438,12.409379,14.42964,10.631599,13.044231,8.209455,9.569941,15.299369,8.742982,10.191988,12.558381,14.941514,18.725107,16.534348,15.036459,12.772151,10.055569,9.92929,8.083045,7.756067,7.864505,7.2949524,9.056508,8.743298,7.5853825,5.7749,6.407473,6.765629,9.162669,7.7427497,8.789507,9.751546,0.008482047,0.0070845284,-0.0008900284,-0.0017481594,0.0036015173,0.005683845,0.0002878338,-0.0066010766,-0.0072880737,-0.001924437,0.0018744976,-0.0012285658,-0.0066714454,-0.005652668,0.0019644084,0.006592541,0.002782284,-0.0028573435,-0.0019496054,0.0034983682,0.0050138817,-5.043314e-05,-0.0056934864,-0.0055908025,-0.00072638533,0.001985861,-0.0016766237,-0.007103044,-0.00620772,0.0010834907,0.0059154523,0.0030081547,-0.0019304955,-0.0010979733,0.0044059926,0.0072598583,0.0040942556,-0.0012252365,-0.0029077826,0.00035405665,11.0005455,6.1036677,4.1900826,3.61987,2.3105419,2.4610384,2.0919144,1.8448753,1.8516192,2.2057447,1.7334862,1.6953841,1.7431363,1.4524069,1.042707,1.8497742,1.5452875,1.7470441,1.7662083,2.069251,2.420355,2.126689,2.138321,2.0214322,1.5311729,1.578463,1.312396,1.2264402,1.5816728,1.3902963,1.335655,1.2158732,1.21845,0.8270459,1.1756985,0.9955475,1.4589788,1.5610554,1.1611185,1.2472265,fear,3,C:\Users\shahe\4XAI\Project\data\raw\Actor_02\03-01-06-02-01-01-02.wav
